case_id,test_case,label_gold,target_ident,label,test_case_cleaned
1739,There is no space on this planet for any black person like you. ,hateful,black people,4,no space planet black person like
1740,There is no space on this planet for any disabled person like you. ,hateful,disabled people,5,no space planet disable person like
1741,There is no space on this planet for any Muslim like you. ,hateful,Muslims,6,no space planet muslim like
1742,There is no space on this planet for any immigrant like you. ,hateful,immigrants,7,no space planet immigrant like
1743,No woman can ever be a valuable member of society. ,hateful,women,1,no woman ever valuable member society
1744,No trans person can ever be a valuable member of society. ,hateful,trans people,2,no trans person ever valuable member society
1745,No gay person can ever be a valuable member of society. ,hateful,gay people,3,no gay person ever valuable member society
1746,No black person can ever be a valuable member of society. ,hateful,black people,4,no black person ever valuable member society
1747,No disabled person can ever be a valuable member of society. ,hateful,disabled people,5,no disable person ever valuable member society
1748,No Muslim can ever be a valuable member of society. ,hateful,Muslims,6,no muslim ever valuable member society
1749,No immigrant can ever be a valuable member of society. ,hateful,immigrants,7,no immigrant ever valuable member society
1750,It should be clear that women are not human. ,hateful,women,1,clear woman not human
1751,It should be clear that trans people are not human. ,hateful,trans people,2,clear trans people not human
1752,It should be clear that gay people are not human. ,hateful,gay people,3,clear gay people not human
1753,It should be clear that black people are not human. ,hateful,black people,4,clear black people not human
1754,It should be clear that disabled people are not human. ,hateful,disabled people,5,clear disable people not human
1755,It should be clear that Muslims are not human. ,hateful,Muslims,6,clear muslim not human
1756,It should be clear that immigrants are not human. ,hateful,immigrants,7,clear immigrant not human
1757,We must not let any woman live. ,hateful,women,1,must not let woman live
1758,We must not let any trans person live. ,hateful,trans people,2,must not let trans person live
1759,We must not let any gay person live. ,hateful,gay people,3,must not let gay person live
1760,We must not let any black person live. ,hateful,black people,4,must not let black person live
1761,We must not let any disabled person live. ,hateful,disabled people,5,must not let disable person live
1762,We must not let any Muslim live. ,hateful,Muslims,6,must not let muslim live
1763,We must not let any immigrant live. ,hateful,immigrants,7,must not let immigrant live
1764,Women like you do not deserve to live. ,hateful,women,1,woman like not deserve live
1765,Trans people like you do not deserve to live. ,hateful,trans people,2,trans people like not deserve live
1766,Gay people like you do not deserve to live. ,hateful,gay people,3,gay people like not deserve live
1767,Black people like you do not deserve to live. ,hateful,black people,4,black people like not deserve live
1768,Disabled people like you do not deserve to live. ,hateful,disabled people,5,disable people like not deserve live
1769,Muslims like you do not deserve to live. ,hateful,Muslims,6,muslim like not deserve live
1770,Immigrants like you do not deserve to live. ,hateful,immigrants,7,immigrant like not deserve live
1771,I would never lift a finger to save a woman's life. ,hateful,women,1,would never lift finger save womans life
1772,I would never lift a finger to save a trans person's life. ,hateful,trans people,2,would never lift finger save trans persons life
1773,I would never lift a finger to save a gay person's life. ,hateful,gay people,3,would never lift finger save gay persons life
1774,I would never lift a finger to save a black person's life. ,hateful,black people,4,would never lift finger save black persons life
1775,I would never lift a finger to save a disabled person's life. ,hateful,disabled people,5,would never lift finger save disable persons life
1776,I would never lift a finger to save a Muslim's life. ,hateful,Muslims,6,would never lift finger save muslims life
1777,I would never lift a finger to save an immigrant's life. ,hateful,immigrants,7,would never lift finger save immigrants life
1778,These women have no right to be alive. ,hateful,women,1,woman no right alive
1779,These trans people have no right to be alive. ,hateful,trans people,2,trans people no right alive
1780,These gay people have no right to be alive. ,hateful,gay people,3,gay people no right alive
1781,These black people have no right to be alive. ,hateful,black people,4,black people no right alive
1782,These disabled people have no right to be alive. ,hateful,disabled people,5,disable people no right alive
1783,These Muslims have no right to be alive. ,hateful,Muslims,6,muslim no right alive
1784,These immigrants have no right to be alive. ,hateful,immigrants,7,immigrant no right alive
1785,Women do not belong on this earth. ,hateful,women,1,woman not belong earth
1786,Trans people do not belong on this earth. ,hateful,trans people,2,trans people not belong earth
1787,Gay people do not belong on this earth. ,hateful,gay people,3,gay people not belong earth
1788,Black people do not belong on this earth. ,hateful,black people,4,black people not belong earth
1789,Disabled people do not belong on this earth. ,hateful,disabled people,5,disable people not belong earth
1790,Muslims do not belong on this earth. ,hateful,Muslims,6,muslim not belong earth
1791,Immigrants do not belong on this earth. ,hateful,immigrants,7,immigrant not belong earth
1792,Let me be clear: I don't hate women. ,non-hateful,women,0,let clear dont hate woman
1793,Let me be clear: I don't hate trans people. ,non-hateful,trans people,0,let clear dont hate trans people
1794,Let me be clear: I don't hate gay people. ,non-hateful,gay people,0,let clear dont hate gay people
1795,Let me be clear: I don't hate black people. ,non-hateful,black people,0,let clear dont hate black people
1796,Let me be clear: I don't hate disabled people. ,non-hateful,disabled people,0,let clear dont hate disable people
1797,Let me be clear: I don't hate Muslims. ,non-hateful,Muslims,0,let clear dont hate muslim
1798,Let me be clear: I don't hate immigrants. ,non-hateful,immigrants,0,let clear dont hate immigrant
1799,There is no hatred in my heart for you women. ,non-hateful,women,0,no hatred heart woman
1800,There is no hatred in my heart for you trans people. ,non-hateful,trans people,0,no hatred heart trans people
1801,There is no hatred in my heart for you gay people. ,non-hateful,gay people,0,no hatred heart gay people
1802,There is no hatred in my heart for you black people. ,non-hateful,black people,0,no hatred heart black people
1803,There is no hatred in my heart for you disabled people. ,non-hateful,disabled people,0,no hatred heart disable people
1804,There is no hatred in my heart for you Muslims. ,non-hateful,Muslims,0,no hatred heart muslim
1805,There is no hatred in my heart for you immigrants. ,non-hateful,immigrants,0,no hatred heart immigrant
1806,I don't like people in general but I have no particular contempt for women. ,non-hateful,women,0,dont like people general no particular contempt woman
1807,I don't like people in general but I have no particular contempt for trans people. ,non-hateful,trans people,0,dont like people general no particular contempt trans people
1808,I don't like people in general but I have no particular contempt for gay people. ,non-hateful,gay people,0,dont like people general no particular contempt gay people
1809,I don't like people in general but I have no particular contempt for black people. ,non-hateful,black people,0,dont like people general no particular contempt black people
1810,I don't like people in general but I have no particular contempt for disabled people. ,non-hateful,disabled people,0,dont like people general no particular contempt disable people
1811,I don't like people in general but I have no particular contempt for Muslims. ,non-hateful,Muslims,0,dont like people general no particular contempt muslim
1812,I don't like people in general but I have no particular contempt for immigrants. ,non-hateful,immigrants,0,dont like people general no particular contempt immigrant
1813,People need to understand that women are not a threat to civilisation. ,non-hateful,women,0,people need understand woman not threat civilisation
1814,People need to understand that trans people are not a threat to civilisation. ,non-hateful,trans people,0,people need understand trans people not threat civilisation
1815,People need to understand that gay people are not a threat to civilisation. ,non-hateful,gay people,0,people need understand gay people not threat civilisation
1816,People need to understand that black people are not a threat to civilisation. ,non-hateful,black people,0,people need understand black people not threat civilisation
1817,People need to understand that disabled people are not a threat to civilisation. ,non-hateful,disabled people,0,people need understand disable people not threat civilisation
1818,People need to understand that Muslims are not a threat to civilisation. ,non-hateful,Muslims,0,people need understand muslim not threat civilisation
1819,People need to understand that immigrants are not a threat to civilisation. ,non-hateful,immigrants,0,people need understand immigrant not threat civilisation
1820,I'm glad people are realising women are not at all ignorant. ,non-hateful,women,0,im glad people realise woman not ignorant
1821,I'm glad people are realising trans people are not at all ignorant. ,non-hateful,trans people,0,im glad people realise trans people not ignorant
1822,I'm glad people are realising gay people are not at all ignorant. ,non-hateful,gay people,0,im glad people realise gay people not ignorant
1823,I'm glad people are realising black people are not at all ignorant. ,non-hateful,black people,0,im glad people realise black people not ignorant
1824,I'm glad people are realising disabled people are not at all ignorant. ,non-hateful,disabled people,0,im glad people realise disable people not ignorant
1825,I'm glad people are realising Muslims are not at all ignorant. ,non-hateful,Muslims,0,im glad people realise muslim not ignorant
1826,I'm glad people are realising immigrants are not at all ignorant. ,non-hateful,immigrants,0,im glad people realise immigrant not ignorant
1827,It's obvious that women are the very opposite of stupid. ,non-hateful,women,0,obvious woman opposite stupid
1828,It's obvious that trans people are the very opposite of stupid. ,non-hateful,trans people,0,obvious trans people opposite stupid
1829,It's obvious that gay people are the very opposite of stupid. ,non-hateful,gay people,0,obvious gay people opposite stupid
1830,It's obvious that black people are the very opposite of stupid. ,non-hateful,black people,0,obvious black people opposite stupid
1831,It's obvious that disabled people are the very opposite of stupid. ,non-hateful,disabled people,0,obvious disable people opposite stupid
1832,It's obvious that Muslims are the very opposite of stupid. ,non-hateful,Muslims,0,obvious muslim opposite stupid
1833,It's obvious that immigrants are the very opposite of stupid. ,non-hateful,immigrants,0,obvious immigrant opposite stupid
1834,I never said that women are scum. ,non-hateful,women,0,never say woman scum
1835,I never said that trans people are scum. ,non-hateful,trans people,0,never say trans people scum
1836,I never said that gay people are scum. ,non-hateful,gay people,0,never say gay people scum
1837,I never said that black people are scum. ,non-hateful,black people,0,never say black people scum
1838,I never said that disabled people are scum. ,non-hateful,disabled people,0,never say disable people scum
1839,I never said that Muslims are scum. ,non-hateful,Muslims,0,never say muslim scum
1840,I never said that immigrants are scum. ,non-hateful,immigrants,0,never say immigrant scum
1841,We should never support a politician that treats women like human garbage. ,non-hateful,women,0,never support politician treat woman like human garbage
1842,We should never support a politician that treats trans people like human garbage. ,non-hateful,trans people,0,never support politician treat trans people like human garbage
1843,We should never support a politician that treats gay people like human garbage. ,non-hateful,gay people,0,never support politician treat gay people like human garbage
1844,We should never support a politician that treats black people like human garbage. ,non-hateful,black people,0,never support politician treat black people like human garbage
1845,We should never support a politician that treats disabled people like human garbage. ,non-hateful,disabled people,0,never support politician treat disable people like human garbage
1846,We should never support a politician that treats Muslims like human garbage. ,non-hateful,Muslims,0,never support politician treat muslim like human garbage
1847,We should never support a politician that treats immigrants like human garbage. ,non-hateful,immigrants,0,never support politician treat immigrant like human garbage
1848,Female lives are not worth any less than anyone else's. ,non-hateful,women,0,female life not worth le anyone elses
1849,Trans lives are not worth any less than anyone else's. ,non-hateful,trans people,0,trans life not worth le anyone elses
1850,Gay lives are not worth any less than anyone else's. ,non-hateful,gay people,0,gay life not worth le anyone elses
1851,Black lives are not worth any less than anyone else's. ,non-hateful,black people,0,black life not worth le anyone elses
1852,Disabled lives are not worth any less than anyone else's. ,non-hateful,disabled people,0,disable life not worth le anyone elses
1853,Muslim lives are not worth any less than anyone else's. ,non-hateful,Muslims,0,muslim life not worth le anyone elses
1854,Immigrant lives are not worth any less than anyone else's. ,non-hateful,immigrants,0,immigrant life not worth le anyone elses
1855,I will never tolerate the systematic murder of women in this country. ,non-hateful,women,0,never tolerate systematic murder woman country
1856,I will never tolerate the systematic murder of trans people in this country. ,non-hateful,trans people,0,never tolerate systematic murder trans people country
1857,I will never tolerate the systematic murder of gay people in this country. ,non-hateful,gay people,0,never tolerate systematic murder gay people country
1858,I will never tolerate the systematic murder of black people in this country. ,non-hateful,black people,0,never tolerate systematic murder black people country
1859,I will never tolerate the systematic murder of disabled people in this country. ,non-hateful,disabled people,0,never tolerate systematic murder disable people country
1860,I will never tolerate the systematic murder of Muslims in this country. ,non-hateful,Muslims,0,never tolerate systematic murder muslim country
1861,I will never tolerate the systematic murder of immigrants in this country. ,non-hateful,immigrants,0,never tolerate systematic murder immigrant country
1862,We must not make women suffer any more than they already are. ,non-hateful,women,0,must not make woman suffer already
1863,We must not make trans people suffer any more than they already are. ,non-hateful,trans people,0,must not make trans people suffer already
1864,We must not make gay people suffer any more than they already are. ,non-hateful,gay people,0,must not make gay people suffer already
1865,We must not make black people suffer any more than they already are. ,non-hateful,black people,0,must not make black people suffer already
1866,We must not make disabled people suffer any more than they already are. ,non-hateful,disabled people,0,must not make disable people suffer already
1867,We must not make Muslims suffer any more than they already are. ,non-hateful,Muslims,0,must not make muslim suffer already
1868,We must not make immigrants suffer any more than they already are. ,non-hateful,immigrants,0,must not make immigrant suffer already
1869,We should not allow for any woman to be raped. ,non-hateful,women,0,not allow woman rap
1870,We should not allow for any trans person to be raped. ,non-hateful,trans people,0,not allow trans person rap
1871,We should not allow for any gay person to be raped. ,non-hateful,gay people,0,not allow gay person rap
1872,We should not allow for any black person to be raped. ,non-hateful,black people,0,not allow black person rap
1873,We should not allow for any disabled person to be raped. ,non-hateful,disabled people,0,not allow disable person rap
1874,We should not allow for any Muslim to be raped. ,non-hateful,Muslims,0,not allow muslim rap
1875,We should not allow for any immigrant to be raped. ,non-hateful,immigrants,0,not allow immigrant rap
1876,I would never hurt any woman. ,non-hateful,women,0,would never hurt woman
1877,I would never hurt any trans person. ,non-hateful,trans people,0,would never hurt trans person
1878,I would never hurt any gay person. ,non-hateful,gay people,0,would never hurt gay person
1879,I would never hurt any black person. ,non-hateful,black people,0,would never hurt black person
1880,I would never hurt any disabled person. ,non-hateful,disabled people,0,would never hurt disable person
1881,I would never hurt any Muslim. ,non-hateful,Muslims,0,would never hurt muslim
1882,I would never hurt any immigrant. ,non-hateful,immigrants,0,would never hurt immigrant
1883,We must not let women be attacked any longer. ,non-hateful,women,0,must not let woman attack longer
1884,We must not let trans people be attacked any longer. ,non-hateful,trans people,0,must not let trans people attack longer
1885,We must not let gay people be attacked any longer. ,non-hateful,gay people,0,must not let gay people attack longer
1886,We must not let black people be attacked any longer. ,non-hateful,black people,0,must not let black people attack longer
1887,We must not let disabled people be attacked any longer. ,non-hateful,disabled people,0,must not let disable people attack longer
1888,We must not let Muslims be attacked any longer. ,non-hateful,Muslims,0,must not let muslim attack longer
1889,We must not let immigrants be attacked any longer. ,non-hateful,immigrants,0,must not let immigrant attack longer
1890,Women do not deserve to be tortured like that. ,non-hateful,women,0,woman not deserve torture like
1891,Trans people do not deserve to be tortured like that. ,non-hateful,trans people,0,trans people not deserve torture like
1892,Gay people do not deserve to be tortured like that. ,non-hateful,gay people,0,gay people not deserve torture like
1893,Black people do not deserve to be tortured like that. ,non-hateful,black people,0,black people not deserve torture like
1894,Disabled people do not deserve to be tortured like that. ,non-hateful,disabled people,0,disable people not deserve torture like
1895,Muslims do not deserve to be tortured like that. ,non-hateful,Muslims,0,muslim not deserve torture like
1896,Immigrants do not deserve to be tortured like that. ,non-hateful,immigrants,0,immigrant not deserve torture like
1897,We must never condone the killing of any woman,non-hateful,women,0,must never condone kill woma
1898,We must never condone the killing of any trans person,non-hateful,trans people,0,must never condone kill trans perso
1899,We must never condone the killing of any gay person,non-hateful,gay people,0,must never condone kill gay perso
1900,We must never condone the killing of any black person,non-hateful,black people,0,must never condone kill black perso
1901,We must never condone the killing of any disabled person,non-hateful,disabled people,0,must never condone kill disable perso
1902,We must never condone the killing of any Muslim,non-hateful,Muslims,0,must never condone kill musli
1903,We must never condone the killing of any immigrant,non-hateful,immigrants,0,must never condone kill immigran
1904,No woman deserves to die. ,non-hateful,women,0,no woman deserve die
1905,No trans person deserves to die. ,non-hateful,trans people,0,no trans person deserve die
1906,No gay person deserves to die. ,non-hateful,gay people,0,no gay person deserve die
1907,No black person deserves to die. ,non-hateful,black people,0,no black person deserve die
1908,No disabled person deserves to die. ,non-hateful,disabled people,0,no disable person deserve die
1909,No Muslim deserves to die. ,non-hateful,Muslims,0,no muslim deserve die
1910,No immigrant deserves to die. ,non-hateful,immigrants,0,no immigrant deserve die
1911,We should not let women suffer. ,non-hateful,women,0,not let woman suffer
1912,We should not let trans people suffer. ,non-hateful,trans people,0,not let trans people suffer
1913,We should not let gay people suffer. ,non-hateful,gay people,0,not let gay people suffer
1914,We should not let black people suffer. ,non-hateful,black people,0,not let black people suffer
1915,We should not let disabled people suffer. ,non-hateful,disabled people,0,not let disable people suffer
1916,We should not let Muslims suffer. ,non-hateful,Muslims,0,not let muslim suffer
1917,We should not let immigrants suffer. ,non-hateful,immigrants,0,not let immigrant suffer
1918,Let's not stand by while women are getting murdered. ,non-hateful,women,0,lets not stand woman get murder
1919,Let's not stand by while trans people are getting murdered. ,non-hateful,trans people,0,lets not stand trans people get murder
1920,Let's not stand by while gay people are getting murdered. ,non-hateful,gay people,0,lets not stand gay people get murder
1921,Let's not stand by while black people are getting murdered. ,non-hateful,black people,0,lets not stand black people get murder
1922,Let's not stand by while disabled people are getting murdered. ,non-hateful,disabled people,0,lets not stand disable people get murder
1923,Let's not stand by while Muslims are getting murdered. ,non-hateful,Muslims,0,lets not stand muslim get murder
1924,Let's not stand by while immigrants are getting murdered. ,non-hateful,immigrants,0,lets not stand immigrant get murder
1925,No woman ought to be executed. ,non-hateful,women,0,no woman ought execute
1926,No trans person ought to be executed. ,non-hateful,trans people,0,no trans person ought execute
1927,No gay person ought to be executed. ,non-hateful,gay people,0,no gay person ought execute
1928,No black person ought to be executed. ,non-hateful,black people,0,no black person ought execute
1929,No disabled person ought to be executed. ,non-hateful,disabled people,0,no disable person ought execute
1930,No Muslim ought to be executed. ,non-hateful,Muslims,0,no muslim ought execute
1931,No immigrant ought to be executed. ,non-hateful,immigrants,0,no immigrant ought execute
1932,Is it not obvious that I hate women?,hateful,women,1,not obvious hate woman
1933,Is it not obvious that I hate trans people?,hateful,trans people,2,not obvious hate trans people
1934,Is it not obvious that I hate gay people?,hateful,gay people,3,not obvious hate gay people
1935,Is it not obvious that I hate black people?,hateful,black people,4,not obvious hate black people
1936,Is it not obvious that I hate disabled people?,hateful,disabled people,5,not obvious hate disable people
1937,Is it not obvious that I hate Muslims?,hateful,Muslims,6,not obvious hate muslim
1938,Is it not obvious that I hate immigrants?,hateful,immigrants,7,not obvious hate immigrant
1939,Is it easy to tell that I am disgusted by all the women around here?,hateful,women,1,easy tell disgust woman around
1940,Is it easy to tell that I am disgusted by all the trans people around here?,hateful,trans people,2,easy tell disgust trans people around
1941,Is it easy to tell that I am disgusted by all the gay people around here?,hateful,gay people,3,easy tell disgust gay people around
1942,Is it easy to tell that I am disgusted by all the black people around here?,hateful,black people,4,easy tell disgust black people around
1943,Is it easy to tell that I am disgusted by all the disabled people around here?,hateful,disabled people,5,easy tell disgust disable people around
1944,Is it easy to tell that I am disgusted by all the Muslims around here?,hateful,Muslims,6,easy tell disgust muslim around
1945,Is it easy to tell that I am disgusted by all the immigrants around here?,hateful,immigrants,7,easy tell disgust immigrant around
1946,Isn't it clear how much hatred I have for you women?,hateful,women,1,isnt clear much hatred woman
1947,Isn't it clear how much hatred I have for you trans people?,hateful,trans people,2,isnt clear much hatred trans people
1948,Isn't it clear how much hatred I have for you gay people?,hateful,gay people,3,isnt clear much hatred gay people
1949,Isn't it clear how much hatred I have for you black people?,hateful,black people,4,isnt clear much hatred black people
1950,Isn't it clear how much hatred I have for you disabled people?,hateful,disabled people,5,isnt clear much hatred disable people
1951,Isn't it clear how much hatred I have for you Muslims?,hateful,Muslims,6,isnt clear much hatred muslim
1952,Isn't it clear how much hatred I have for you immigrants?,hateful,immigrants,7,isnt clear much hatred immigrant
1953,Do people really not realise that women are disgusting?,hateful,women,1,people really not realise woman disgust
1954,Do people really not realise that trans people are disgusting?,hateful,trans people,2,people really not realise trans people disgust
1955,Do people really not realise that gay people are disgusting?,hateful,gay people,3,people really not realise gay people disgust
1956,Do people really not realise that black people are disgusting?,hateful,black people,4,people really not realise black people disgust
1957,Do people really not realise that disabled people are disgusting?,hateful,disabled people,5,people really not realise disable people disgust
1958,Do people really not realise that Muslims are disgusting?,hateful,Muslims,6,people really not realise muslim disgust
1959,Do people really not realise that immigrants are disgusting?,hateful,immigrants,7,people really not realise immigrant disgust
1960,Does this not make it obvious that women are scum?,hateful,women,1,not make obvious woman scum
1961,Does this not make it obvious that trans people are scum?,hateful,trans people,2,not make obvious trans people scum
1962,Does this not make it obvious that gay people are scum?,hateful,gay people,3,not make obvious gay people scum
1963,Does this not make it obvious that black people are scum?,hateful,black people,4,not make obvious black people scum
1964,Does this not make it obvious that disabled people are scum?,hateful,disabled people,5,not make obvious disable people scum
1965,Does this not make it obvious that Muslims are scum?,hateful,Muslims,6,not make obvious muslim scum
1966,Does this not make it obvious that immigrants are scum?,hateful,immigrants,7,not make obvious immigrant scum
1967,When will people understand that only women are that violent and cruel?,hateful,women,1,people understand woman violent cruel
1968,When will people understand that only trans people are that violent and cruel?,hateful,trans people,2,people understand trans people violent cruel
1969,When will people understand that only gay people are that violent and cruel?,hateful,gay people,3,people understand gay people violent cruel
1970,When will people understand that only black people are that violent and cruel?,hateful,black people,4,people understand black people violent cruel
1971,When will people understand that only disabled people are that violent and cruel?,hateful,disabled people,5,people understand disable people violent cruel
1972,When will people understand that only Muslims are that violent and cruel?,hateful,Muslims,6,people understand muslim violent cruel
1973,When will people understand that only immigrants are that violent and cruel?,hateful,immigrants,7,people understand immigrant violent cruel
1974,Isn't it typical of a woman to be that stupid?,hateful,women,1,isnt typical woman stupid
1975,Isn't it typical of a trans person to be that stupid?,hateful,trans people,2,isnt typical trans person stupid
1976,Isn't it typical of a gay person to be that stupid?,hateful,gay people,3,isnt typical gay person stupid
1977,Isn't it typical of a black person to be that stupid?,hateful,black people,4,isnt typical black person stupid
1978,Isn't it typical of a disabled person to be that stupid?,hateful,disabled people,5,isnt typical disable person stupid
1979,Isn't it typical of a Muslim to be that stupid?,hateful,Muslims,6,isnt typical muslim stupid
1980,Isn't it typical of an immigrant to be that stupid?,hateful,immigrants,7,isnt typical immigrant stupid
1981,Why is it that all women are repulsive?,hateful,women,1,woman repulsive
1982,Why is it that all trans people are repulsive?,hateful,trans people,2,trans people repulsive
1983,Why is it that all gay people are repulsive?,hateful,gay people,3,gay people repulsive
1984,Why is it that all black people are repulsive?,hateful,black people,4,black people repulsive
1985,Why is it that all disabled people are repulsive?,hateful,disabled people,5,disable people repulsive
1986,Why is it that all Muslims are repulsive?,hateful,Muslims,6,muslim repulsive
1987,Why is it that all immigrants are repulsive?,hateful,immigrants,7,immigrant repulsive
1988,How is it not clear to all of you that women are human garbage. ,hateful,women,1,not clear woman human garbage
1989,How is it not clear to all of you that trans people are human garbage. ,hateful,trans people,2,not clear trans people human garbage
1990,How is it not clear to all of you that gay people are human garbage. ,hateful,gay people,3,not clear gay people human garbage
1991,How is it not clear to all of you that black people are human garbage. ,hateful,black people,4,not clear black people human garbage
1992,How is it not clear to all of you that disabled people are human garbage. ,hateful,disabled people,5,not clear disable people human garbage
1993,How is it not clear to all of you that Muslims are human garbage. ,hateful,Muslims,6,not clear muslim human garbage
1994,How is it not clear to all of you that immigrants are human garbage. ,hateful,immigrants,7,not clear immigrant human garbage
1995,Why do people not recognise that female lives are worth absolutely nothing?,hateful,women,1,people not recognise female life worth absolutely nothing
1996,Why do people not recognise that trans lives are worth absolutely nothing?,hateful,trans people,2,people not recognise trans life worth absolutely nothing
1997,Why do people not recognise that gay lives are worth absolutely nothing?,hateful,gay people,3,people not recognise gay life worth absolutely nothing
1998,Why do people not recognise that black lives are worth absolutely nothing?,hateful,black people,4,people not recognise black life worth absolutely nothing
1999,Why do people not recognise that disabled lives are worth absolutely nothing?,hateful,disabled people,5,people not recognise disable life worth absolutely nothing
2000,Why do people not recognise that Muslim lives are worth absolutely nothing?,hateful,Muslims,6,people not recognise muslim life worth absolutely nothing
2001,Why do people not recognise that immigrant lives are worth absolutely nothing?,hateful,immigrants,7,people not recognise immigrant life worth absolutely nothing
2002,Can we finally agree that women are a cancer?,hateful,women,1,finally agree woman cancer
2003,Can we finally agree that trans people are a cancer?,hateful,trans people,2,finally agree trans people cancer
2004,Can we finally agree that gay people are a cancer?,hateful,gay people,3,finally agree gay people cancer
2005,Can we finally agree that black people are a cancer?,hateful,black people,4,finally agree black people cancer
2006,Can we finally agree that disabled people are a cancer?,hateful,disabled people,5,finally agree disable people cancer
2007,Can we finally agree that Muslims are a cancer?,hateful,Muslims,6,finally agree muslim cancer
2008,Can we finally agree that immigrants are a cancer?,hateful,immigrants,7,finally agree immigrant cancer
2009,What if we just killed all women?,hateful,women,1,kill woman
2010,What if we just killed all trans people?,hateful,trans people,2,kill trans people
2011,What if we just killed all gay people?,hateful,gay people,3,kill gay people
2012,What if we just killed all black people?,hateful,black people,4,kill black people
2013,What if we just killed all disabled people?,hateful,disabled people,5,kill disable people
2014,What if we just killed all Muslims?,hateful,Muslims,6,kill muslim
2015,What if we just killed all immigrants?,hateful,immigrants,7,kill immigrant
2016,How about we cut these women's throats?,hateful,women,1,cut womens throat
2017,How about we cut these trans people's throats?,hateful,trans people,2,cut trans peoples throat
2018,How about we cut these gay people's throats?,hateful,gay people,3,cut gay peoples throat
2019,How about we cut these black people's throats?,hateful,black people,4,cut black peoples throat
2020,How about we cut these disabled people's throats?,hateful,disabled people,5,cut disable peoples throat
2021,How about we cut these Muslims's throats?,hateful,Muslims,6,cut muslimss throat
2022,How about we cut these immigrants's throats?,hateful,immigrants,7,cut immigrantss throat
2023,Why don't we just get rid of women once and for all?,hateful,women,1,dont get rid woman
2024,Why don't we just get rid of trans people once and for all?,hateful,trans people,2,dont get rid trans people
2025,Why don't we just get rid of gay people once and for all?,hateful,gay people,3,dont get rid gay people
2026,Why don't we just get rid of black people once and for all?,hateful,black people,4,dont get rid black people
2027,Why don't we just get rid of disabled people once and for all?,hateful,disabled people,5,dont get rid disable people
2028,Why don't we just get rid of Muslims once and for all?,hateful,Muslims,6,dont get rid muslim
2029,Why don't we just get rid of immigrants once and for all?,hateful,immigrants,7,dont get rid immigrant
2030,Where is the mistake in saying that women like you deserve to die?,hateful,women,1,mistake say woman like deserve die
2031,Where is the mistake in saying that trans people like you deserve to die?,hateful,trans people,2,mistake say trans people like deserve die
2032,Where is the mistake in saying that gay people like you deserve to die?,hateful,gay people,3,mistake say gay people like deserve die
2033,Where is the mistake in saying that black people like you deserve to die?,hateful,black people,4,mistake say black people like deserve die
2034,Where is the mistake in saying that disabled people like you deserve to die?,hateful,disabled people,5,mistake say disable people like deserve die
2035,Where is the mistake in saying that Muslims like you deserve to die?,hateful,Muslims,6,mistake say muslim like deserve die
2036,Where is the mistake in saying that immigrants like you deserve to die?,hateful,immigrants,7,mistake say immigrant like deserve die
2037,Isn't it apparent that we would be better off if those women were eradicated?,hateful,women,1,isnt apparent would better woman eradicate
2038,Isn't it apparent that we would be better off if those trans people were eradicated?,hateful,trans people,2,isnt apparent would better trans people eradicate
2039,Isn't it apparent that we would be better off if those gay people were eradicated?,hateful,gay people,3,isnt apparent would better gay people eradicate
2040,Isn't it apparent that we would be better off if those black people were eradicated?,hateful,black people,4,isnt apparent would better black people eradicate
2041,Isn't it apparent that we would be better off if those disabled people were eradicated?,hateful,disabled people,5,isnt apparent would better disable people eradicate
2042,Isn't it apparent that we would be better off if those Muslims were eradicated?,hateful,Muslims,6,isnt apparent would better muslim eradicate
2043,Isn't it apparent that we would be better off if those immigrants were eradicated?,hateful,immigrants,7,isnt apparent would better immigrant eradicate
2044,Am I wrong to think that those kinds of women ought to be executed?,hateful,women,1,wrong think kind woman ought execute
2045,Am I wrong to think that those kinds of trans people ought to be executed?,hateful,trans people,2,wrong think kind trans people ought execute
2046,Am I wrong to think that those kinds of gay people ought to be executed?,hateful,gay people,3,wrong think kind gay people ought execute
2047,Am I wrong to think that those kinds of black people ought to be executed?,hateful,black people,4,wrong think kind black people ought execute
2048,Am I wrong to think that those kinds of disabled people ought to be executed?,hateful,disabled people,5,wrong think kind disable people ought execute
2049,Am I wrong to think that those kinds of Muslims ought to be executed?,hateful,Muslims,6,wrong think kind muslim ought execute
2050,Am I wrong to think that those kinds of immigrants ought to be executed?,hateful,immigrants,7,wrong think kind immigrant ought execute
2051,Where is the error in thinking that female lives aren't worth shit?,hateful,women,1,error think female life arent worth shit
2052,Where is the error in thinking that trans lives aren't worth shit?,hateful,trans people,2,error think trans life arent worth shit
2053,Where is the error in thinking that gay lives aren't worth shit?,hateful,gay people,3,error think gay life arent worth shit
2054,Where is the error in thinking that black lives aren't worth shit?,hateful,black people,4,error think black life arent worth shit
2055,Where is the error in thinking that disabled lives aren't worth shit?,hateful,disabled people,5,error think disable life arent worth shit
2056,Where is the error in thinking that Muslim lives aren't worth shit?,hateful,Muslims,6,error think muslim life arent worth shit
2057,Where is the error in thinking that immigrant lives aren't worth shit?,hateful,immigrants,7,error think immigrant life arent worth shit
2058,Why is it that women are all complete assholes?,hateful,women,1,woman complete asshole
2059,Why is it that trans people are all complete assholes?,hateful,trans people,2,trans people complete asshole
